"LicAge","VehAge","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","BonusMalus","VehBody","VehPrice","VehEngine","VehEnergy","VehMaxSpeed","VehClass","y","RiskVar","Garage"
163,"3","Male","Other","CSP50","Professional",32,0,68,"coupe","P","injection","regular","220+ km/h","M2","GOOD",18,"Private garage"
20,"5","Male","Alone","CSP50","Private+trip to office",19,0,100,"sedan","H","direct injection overpowered","diesel","160-170 km/h","B","GOOD",19,"None"
152,"0","Female","Other","CSP50","Private+trip to office",31,0,57,"sedan","I","direct injection overpowered","diesel","180-190 km/h","B","GOOD",15,"None"
173,"4","Male","Other","CSP50","Professional",41,0,90,"sport utility vehicle","P","injection overpowered","diesel","150-160 km/h","H","GOOD",10,"Collective garage"
376,"5","Female","Other","CSP48","Professional",50,0,50,"sedan","B","injection","regular","130-140 km/h","A","GOOD",10,"None"
119,"3","Male","Alone","CSP50","Private+trip to office",29,0,100,"sedan","D","injection","regular","150-160 km/h","A","GOOD",19,"None"
97,"6-7","Female","Other","CSP50","Private+trip to office",34,0,66,"coupe","H","injection","regular","180-190 km/h","M1","GOOD",13,"None"
107,"0","Female","Other","CSP50","Private+trip to office",28,0,100,"sedan","D","injection","regular","140-150 km/h","B","GOOD",10,"None"
110,"4","Male","Alone","CSP50","Professional",28,0,72,"other microvan","K","injection","regular","190-200 km/h","M1","GOOD",15,"None"
291,"4","Male","Alone","CSP50","Professional run",42,0,72,"van","F","injection","diesel","150-160 km/h","B","GOOD",19,"None"
125,"0","Male","Other","CSP50","Professional",28,0,76,"coupe","D","injection overpowered","regular","130-140 km/h","A","GOOD",11,"Collective garage"
335,"10+","Male","Other","CSP42","Private",47,1,50,"sedan","I","injection","regular","180-190 km/h","M2","GOOD",17,"None"
341,"0","Male","Other","CSP66","Private+trip to office",56,0,50,"coupe","E","injection overpowered","regular","130-140 km/h","A","GOOD",9,"Collective garage"
223,"2","Female","Other","CSP49","Professional",47,0,50,"sedan","F","injection","regular","170-180 km/h","B","GOOD",9,"None"
374,"0","Female","Other","CSP50","Private",50,0,50,"sedan","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",19,"None"
471,"5","Female","Other","CSP37","Private",58,0,63,"sedan","K","injection","regular","170-180 km/h","M1","GOOD",16,"Private garage"
124,"0","Female","Other","CSP50","Private+trip to office",30,0,68,"sedan","E","injection","regular","150-160 km/h","A","GOOD",7,"None"
385,"10+","Male","Other","CSP50","Private",54,1,50,"cabriolet","V","injection","regular","220+ km/h","H","GOOD",9,"Collective garage"
278,"1","Male","Other","CSP50","Private+trip to office",41,1,106,"sedan","E","injection","regular","160-170 km/h","A","GOOD",19,"Collective garage"
157,"0","Male","Other","CSP50","Private+trip to office",46,0,80,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M2","GOOD",19,"None"
213,"4","Male","Alone","CSP1","Private",41,0,61,"coupe","O","injection","regular","200-220 km/h","H","GOOD",6,"Collective garage"
468,"2","Male","Other","CSP48","Professional run",57,0,50,"van","K","direct injection overpowered","diesel","150-160 km/h","0","GOOD",18,"None"
428,"8-9","Female","Other","CSP60","Private",65,0,60,"sedan","E","injection","regular","160-170 km/h","B","GOOD",14,"None"
313,"8-9","Male","Other","CSP22","Professional",45,0,61,"van","L","injection","diesel","130-140 km/h","0","GOOD",13,"None"
109,"6-7","Male","Alone","CSP50","Private+trip to office",29,0,100,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",19,"None"
376,"10+","Male","Other","CSP46","Professional",56,0,50,"sedan","N","injection","regular","200-220 km/h","H","GOOD",17,"None"
239,"5","Male","Other","CSP50","Private+trip to office",42,0,68,"sedan","G","injection","regular","170-180 km/h","M1","GOOD",10,"None"
110,"0","Male","Alone","CSP50","Private",30,0,90,"sedan","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",16,"None"
490,"6-7","Male","Other","CSP50","Private+trip to office",62,0,72,"station wagon","H","injection overpowered","diesel","150-160 km/h","M1","GOOD",20,"None"
450,"0","Female","Other","CSP42","Professional",56,0,79,"microvan","L","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",8,"Collective garage"
296,"1","Male","Other","CSP50","Professional",44,0,50,"microvan","P","direct injection overpowered","diesel","180-190 km/h","H","GOOD",7,"Private garage"
462,"0","Male","Other","CSP47","Professional",59,0,50,"van","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",19,"None"
334,"6-7","Female","Other","CSP1","Professional",46,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",16,"None"
53,"6-7","Male","Other","CSP46","Professional",40,0,80,"van","F","injection","regular","130-140 km/h","M1","GOOD",11,"None"
264,"10+","Male","Other","CSP49","Professional run",40,0,93,"sedan","F","carburation","regular","170-180 km/h","M1","GOOD",1,"None"
378,"1","Male","Other","CSP42","Private",49,0,53,"sport utility vehicle","U","direct injection overpowered","diesel","200-220 km/h","H","GOOD",16,"Collective garage"
148,"0","Male","Other","CSP50","Private+trip to office",30,0,68,"sport utility vehicle","S","injection","regular","170-180 km/h","H","GOOD",6,"Collective garage"
141,"0","Male","Other","CSP50","Private+trip to office",30,0,57,"sedan","I","direct injection overpowered","diesel","170-180 km/h","B","GOOD",14,"None"
404,"0","Male","Other","CSP50","Professional",56,0,60,"sedan","S","direct injection overpowered","diesel","220+ km/h","H","GOOD",8,"Collective garage"
279,"1","Female","Other","CSP50","Private",51,1,132,"sedan","L","injection","regular","170-180 km/h","B","BAD",8,"None"
644,"10+","Male","Other","CSP48","Professional",83,0,50,"van","J","carburation","regular","1-130 km/h","0","GOOD",10,"None"
666,"10+","Male","Other","CSP60","Private",73,0,50,"sedan","O","injection","diesel","170-180 km/h","H","GOOD",18,"Private garage"
395,"10+","Male","Other","CSP48","Professional",51,0,50,"sedan","D","carburation","regular","150-160 km/h","B","GOOD",12,"Private garage"
370,"2","Male","Other","CSP46","Professional",49,0,50,"van","H","injection","diesel","140-150 km/h","M1","GOOD",17,"None"
589,"5","Male","Other","CSP60","Private",75,0,50,"sedan","L","injection","regular","190-200 km/h","M2","GOOD",16,"None"
502,"1","Male","Other","CSP50","Private",61,0,50,"sedan","G","injection","regular","170-180 km/h","B","GOOD",16,"None"
780,"2","Male","Other","CSP50","Professional",83,0,50,"sedan","D","injection","regular","160-170 km/h","B","GOOD",13,"None"
394,"0","Male","Other","CSP50","Professional",51,0,80,"sedan","Q","direct injection overpowered","diesel","220+ km/h","M2","GOOD",11,"Collective garage"
328,"10+","Male","Other","CSP50","Private+trip to office",45,1,50,"station wagon","I","carburation","regular","180-190 km/h","M2","GOOD",15,"None"
181,"10+","Female","Other","CSP50","Private+trip to office",35,0,50,"sedan","A","injection","regular","130-140 km/h","A","GOOD",19,"None"
402,"2","Male","Other","CSP66","Professional",51,0,50,"cabriolet","X","injection","regular","220+ km/h","H","GOOD",8,"Private garage"
430,"2","Female","Other","CSP50","Private+trip to office",55,0,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",15,"None"
355,"1","Female","Other","CSP48","Professional",49,0,52,"sedan","G","injection","regular","160-170 km/h","A","GOOD",16,"None"
415,"0","Female","Other","CSP50","Private",53,0,58,"microvan","Q","direct injection overpowered","diesel","200-220 km/h","H","GOOD",15,"Private garage"
278,"1","Female","Other","CSP50","Private+trip to office",56,0,50,"microvan","K","injection","regular","160-170 km/h","M1","GOOD",16,"None"
262,"0","Male","Other","CSP55","Private+trip to office",39,0,68,"sedan","O","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",20,"None"
309,"2","Male","Other","CSP48","Professional",45,0,50,"van","I","direct injection overpowered","diesel","160-170 km/h","M1","GOOD",14,"None"
508,"8-9","Male","Other","CSP60","Private",85,0,100,"sedan","K","injection","regular","170-180 km/h","M1","GOOD",14,"None"
585,"0","Male","Other","CSP60","Private",73,0,50,"sedan","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",14,"None"
319,"2","Female","Alone","CSP55","Private+trip to office",45,0,50,"sedan","G","injection","regular","180-190 km/h","B","GOOD",13,"None"
360,"1","Male","Other","CSP50","Private+trip to office",52,0,50,"sedan","H","injection","regular","170-180 km/h","B","GOOD",18,"None"
471,"2","Female","Alone","CSP55","Private+trip to office",58,0,50,"sedan","K","injection","regular","200-220 km/h","M1","GOOD",16,"None"
565,"1","Male","Other","CSP60","Private",67,0,50,"other microvan","I","injection","regular","160-170 km/h","M1","GOOD",9,"None"
516,"2","Male","Other","CSP60","Private",85,0,50,"sedan","E","injection","regular","150-160 km/h","A","GOOD",7,"None"
336,"10+","Male","Other","CSP50","Private+trip to office",59,0,50,"sedan","F","carburation","regular","170-180 km/h","B","GOOD",15,"None"
659,"2","Female","Other","CSP60","Private",78,1,50,"sedan","K","injection","regular","200-220 km/h","B","GOOD",15,"Private garage"
535,"8-9","Male","Other","CSP60","Private",70,0,50,"sedan","G","injection","diesel","150-160 km/h","M1","GOOD",19,"None"
577,"2","Female","Other","CSP60","Private",72,0,50,"sedan","J","injection","regular","180-190 km/h","M1","GOOD",15,"None"
378,"10+","Male","Other","CSP50","Professional",54,0,58,"sedan","P","injection","diesel","180-190 km/h","H","GOOD",9,"Collective garage"
562,"4","Male","Other","CSP60","Private",72,1,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",18,"None"
567,"1","Female","Alone","CSP60","Private",75,0,50,"sedan","H","direct injection overpowered","diesel","160-170 km/h","B","GOOD",15,"None"
432,"2","Male","Other","CSP48","Professional",62,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",6,"None"
471,"10+","Male","Other","CSP50","Private+trip to office",60,1,50,"coupe","C","injection","regular","140-150 km/h","B","GOOD",11,"None"
563,"8-9","Female","Other","CSP60","Private",77,0,50,"sedan","I","injection","regular","180-190 km/h","M2","GOOD",8,"None"
360,"4","Female","Alone","CSP50","Private+trip to office",48,0,50,"other microvan","K","injection","regular","180-190 km/h","M1","GOOD",16,"None"
279,"5","Male","Other","CSP50","Private+trip to office",42,0,50,"sedan","K","injection","regular","200-220 km/h","M2","GOOD",12,"None"
572,"1","Male","Other","CSP60","Private",71,0,50,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",10,"Private garage"
299,"4","Female","Alone","CSP1","Professional",47,0,100,"sedan","G","injection","regular","180-190 km/h","B","GOOD",6,"None"
237,"5","Female","Alone","CSP50","Private+trip to office",39,0,64,"sedan","E","injection","regular","160-170 km/h","B","GOOD",14,"None"
599,"10+","Male","Other","CSP60","Private",74,0,50,"sedan","L","injection","regular","200-220 km/h","H","GOOD",12,"None"
170,"6-7","Male","Alone","CSP1","Professional",33,0,57,"sedan","H","injection","regular","170-180 km/h","B","GOOD",15,"None"
232,"5","Female","Alone","CSP50","Private+trip to office",41,0,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",4,"None"
504,"10+","Male","Alone","CSP50","Private",61,1,50,"sedan","F","carburation","regular","160-170 km/h","M1","GOOD",17,"None"
459,"2","Male","Other","CSP50","Professional",56,0,50,"sedan","K","injection","regular","200-220 km/h","M2","GOOD",15,"None"
508,"1","Male","Other","CSP50","Private+trip to office",62,0,50,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",12,"None"
570,"0","Male","Other","CSP60","Private",71,0,50,"other microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"None"
401,"5","Female","Other","CSP60","Private",61,1,50,"station wagon","I","injection","regular","180-190 km/h","M1","GOOD",19,"None"
514,"0","Male","Other","CSP1","Private+trip to office",60,0,50,"sport utility vehicle","R","direct injection overpowered","diesel","190-200 km/h","H","GOOD",16,"Private garage"
402,"3","Female","Other","CSP50","Private+trip to office",54,1,50,"cabriolet","E","injection overpowered","regular","130-140 km/h","A","GOOD",13,"Collective garage"
427,"1","Male","Other","CSP46","Professional",57,0,85,"van","K","direct injection overpowered","diesel","130-140 km/h","0","GOOD",4,"None"
576,"4","Male","Other","CSP60","Private",70,1,50,"sedan","O","injection","regular","220+ km/h","M2","GOOD",15,"None"
631,"0","Male","Other","CSP60","Private",76,0,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",5,"Collective garage"
284,"6-7","Male","Other","CSP55","Private+trip to office",51,0,67,"coupe","I","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"None"
419,"2","Female","Other","CSP1","Private",56,0,50,"sedan","M","direct injection overpowered","diesel","200-220 km/h","M1","GOOD",8,"None"
455,"8-9","Male","Other","CSP60","Private",72,1,50,"sedan","K","injection overpowered","diesel","170-180 km/h","M2","GOOD",13,"None"
648,"2","Male","Other","CSP60","Private",80,0,54,"sedan","K","direct injection overpowered","diesel","190-200 km/h","M1","GOOD",19,"None"
629,"1","Male","Other","CSP60","Private",74,0,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",12,"None"
478,"6-7","Female","Other","CSP48","Professional",59,0,50,"sedan","C","injection","regular","130-140 km/h","A","GOOD",16,"Private garage"
316,"4","Female","Other","CSP50","Private+trip to office",48,0,50,"sport utility vehicle","L","injection","regular","160-170 km/h","H","GOOD",16,"None"
383,"5","Female","Other","CSP55","Private+trip to office",55,1,64,"sedan","I","injection","regular","170-180 km/h","M1","GOOD",20,"None"
358,"4","Male","Other","CSP50","Private+trip to office",51,0,50,"sedan","G","injection","regular","160-170 km/h","B","GOOD",12,"None"
332,"2","Male","Other","CSP50","Professional",47,0,50,"other microvan","L","injection","regular","190-200 km/h","M2","BAD",6,"None"
274,"1","Female","Other","CSP50","Private+trip to office",40,0,50,"sedan","F","injection","diesel","150-160 km/h","B","GOOD",16,"None"
605,"1","Male","Other","CSP60","Private",74,0,65,"station wagon","J","injection","regular","190-200 km/h","M1","GOOD",8,"None"
406,"4","Female","Other","CSP66","Professional",52,0,50,"sport utility vehicle","N","direct injection overpowered","diesel","150-160 km/h","H","GOOD",17,"None"
339,"3","Female","Alone","CSP50","Professional",61,0,80,"coupe","D","injection overpowered","regular","130-140 km/h","A","GOOD",17,"Private garage"
411,"2","Female","Other","CSP50","Private",60,0,50,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",17,"None"
525,"1","Male","Other","CSP1","Professional",63,0,50,"sedan","D","injection","regular","150-160 km/h","B","GOOD",14,"None"
373,"1","Male","Other","CSP46","Professional",54,0,50,"sport utility vehicle","M","injection","regular","170-180 km/h","0","GOOD",20,"None"
460,"10+","Female","Other","CSP50","Private+trip to office",58,0,50,"sedan","C","carburation","regular","140-150 km/h","B","GOOD",5,"None"
600,"0","Male","Other","CSP60","Private",68,0,50,"sedan","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",7,"None"
370,"10+","Female","Alone","CSP50","Private+trip to office",51,0,50,"sedan","H","carburation","regular","170-180 km/h","M2","GOOD",11,"Collective garage"
584,"1","Male","Other","CSP60","Private",70,0,56,"sedan","P","direct injection overpowered","diesel","190-200 km/h","H","GOOD",17,"Private garage"
509,"1","Male","Other","CSP50","Private+trip to office",60,0,50,"sedan","N","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",10,"Private garage"
